,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X
Snezhnaya koroleva The Snow Queen 2012.txt,0.350268503143,0.591016770215,0.48529125496,0.40726164623,0.248249088595,0.0950378447792,0.121649267886,0.232671921598,0.319560392576,0.460507998288,0.952115053865,0.396507646717,0.830216586693,0.638536077793,0.595354078422,0.915567828475,0.156691761719,0.972144903767,0.775132289902,0.222382774102,0.535221322101,0.134387167162,0.922027198586,0.642879262495,0.915980326985,0.82486425944,0.38268312736,0.0534762914473,0.507153547561,0.363401913728,7278.0,0.18480351745,3.2508931025,0.20197856554,0.166117065128,0.0649903819731,0.184116515526,0.0471283319593,0.0651277823578,0.0207474580929,0.146194009343,0.0300906842539,0.00412201154163,0.0
Bureojin hwasal Unbowed 2011.txt,0.489483340758,0.42443517494,0.470789523351,0.385863052403,0.633440251792,0.579142476873,0.318353983301,0.563676656254,0.0763032223146,0.839545550552,0.847652393473,0.27760360539,0.511801263596,0.259081149271,0.323357166455,0.958835928324,0.186750485434,0.505344595307,0.528275745936,0.762911144973,0.325061568268,0.0107801113514,0.998453980883,0.341324962867,0.342392953027,0.645624938716,0.586846129702,0.177720078923,0.037107613786,0.698694923373,12232.0,0.175686723349,3.81057880968,0.198168737737,0.216072596468,0.0681000654022,0.151814911707,0.0426749509483,0.0610693263571,0.0157782864617,0.107668410726,0.0340091563113,0.0101373446697,0.0
Inside the Walls of Folsom Prison 1951.txt,0.5211186166,0.580467355668,0.136964672917,0.600198509036,0.550565658513,0.312701697967,0.267825478636,0.666694738763,0.119112272746,0.82336880583,0.979696008958,0.0236101205849,0.462596948637,0.0613247138686,0.521155023302,0.736080385428,0.587491385011,0.882803113749,0.508066758362,0.644750125324,0.689986720274,0.368023563875,0.92354155699,0.120199135581,0.278628641259,0.30945871189,0.117647450453,0.148745758959,0.407036985334,0.293531312296,10464.0,0.152714067278,3.22907110092,0.194667431193,0.173547400612,0.0730122324159,0.193233944954,0.0335435779817,0.0537079510703,0.0121368501529,0.13751911315,0.0326834862385,0.00917431192661,0.0
In the Heat of the Night 1967.txt,0.345896660273,0.605127599509,0.0870446786707,0.711058034506,0.442847551288,0.247975345463,0.17615616585,0.674625493019,0.225117286543,0.658343621297,0.986765888723,0.0192877390007,0.550081655316,0.051785305357,0.393691382232,0.778313109442,0.706431879257,0.849524164821,0.543111915958,0.542262434539,0.844827675021,0.486868898271,0.855206594738,0.147200744955,0.44759225152,0.172197551497,0.149176225419,0.0644290726154,0.804733009494,0.156550456168,10476.0,0.14089347079,3.05421916762,0.178598701795,0.164280259641,0.0607101947308,0.235872470409,0.0371324933181,0.061282932417,0.0125047728141,0.138507063765,0.0294005345552,0.00591828942344,0.0
Yojimbo The Bodyguard 1961.txt,0.103170724002,0.204384979593,0.277345175113,0.501836934632,0.153765145402,0.223133245486,0.122023506543,0.15810068285,0.457051677088,0.157340572756,0.791185483194,0.182107102983,0.506766608981,0.230841841282,0.626141001491,0.654657881795,0.375564332471,0.736159960696,0.444270996683,0.597290712745,0.671839030235,0.430438044686,0.853687677466,0.524183666994,0.396521762858,0.697264406846,0.467261604699,0.0316794369118,0.35557516362,0.186676920955,9713.0,0.388963245135,4.65396890765,0.130237825595,0.119839390508,0.0358282713889,0.207865746937,0.0271800679502,0.0468444352929,0.0116338927211,0.0892618140636,0.0234736950479,0.26521157212,0.0
Confessions Of A Shopaholic 2009.txt,0.646826981324,0.882621907348,0.229849984289,0.322483285692,0.485780443942,0.118190694583,0.369340463436,0.642001259372,0.0986970173852,0.855158977406,0.98803751415,0.105449635351,0.708704480209,0.406580871943,0.587391663793,0.778452704921,0.485596744748,0.902236687021,0.64222591466,0.32437810161,0.818415793769,0.3699475732,0.879256622531,0.0705234961189,0.740898555569,0.316715178507,0.237886461783,0.223716120765,0.617165940987,0.580151850472,14349.0,0.142727716217,3.1897693219,0.167119659907,0.17785211513,0.0554045578089,0.246846470137,0.041257230469,0.054498571329,0.0154714614259,0.128371315074,0.0209073803052,0.00801449578368,0.0
Flatliners 1990.txt,0.565100733118,0.712261179916,0.546317814928,0.264858832671,0.341183467102,0.215466645278,0.164091074411,0.333604568312,0.341841678852,0.591650500072,0.965963289409,0.322263487035,0.852048036907,0.504014061078,0.525910243735,0.895147215411,0.333509403792,0.987332865016,0.818591255289,0.345903269417,0.674213958086,0.233085533304,0.894680921948,0.406420364688,0.706581478066,0.765225594943,0.195950041956,0.135564867691,0.522478823711,0.486953887574,9524.0,0.163376732465,3.22984040319,0.202960940781,0.153611927761,0.0552288954221,0.227005459891,0.0430491390172,0.0617387652247,0.0128097438051,0.141537169257,0.0285594288114,0.0115497690046,0.0
Sik san God of Cookery 1996.txt,0.311927576067,0.604860426855,0.286909035008,0.693620554465,0.34297624182,0.27011891587,0.21357792977,0.508070676566,0.262138015031,0.682201238712,0.945458134752,0.0826673555757,0.742597427419,0.186893179478,0.64228410064,0.910031448204,0.404296981471,0.858596464559,0.683725674736,0.553759587567,0.928242549599,0.251133269677,0.974056308853,0.40692599294,0.845955733632,0.490315113,0.228750643606,0.145620529787,0.438962567043,0.711939351077,9929.0,0.169100614362,3.42793836237,0.201732299325,0.179474267298,0.0614361969987,0.196595830396,0.0551918622218,0.0665726659281,0.0129922449391,0.137274650015,0.0225601772585,0.00715077047034,0.0
Silent Partner 2005.txt,0.180682616669,0.191744834162,0.132939663296,0.752135919073,0.285031305866,0.404826390236,0.257542714651,0.505406928391,0.38450740403,0.159055205126,0.722016865092,0.0819256296537,0.2378321993,0.152803308354,0.291755053715,0.548373986922,0.682061623886,0.702613085309,0.281350783175,0.705584076017,0.719482888022,0.603932399466,0.906127691629,0.268621093506,0.28595662021,0.505077664662,0.641981151214,0.041668830796,0.38416680385,0.125473639081,7765.0,0.192916934965,3.29079201545,0.179523502898,0.220605280103,0.0565357372827,0.21390856407,0.0443013522215,0.056406954282,0.0158403090792,0.0994204764971,0.0274307791372,0.00927237604636,0.0
The Sound Barrier 1952.txt,0.838403347067,0.952148096075,0.468930629913,0.427746744164,0.532483134798,0.159088640818,0.191111085105,0.55268972408,0.088208282789,0.94655124748,0.993696541745,0.0906731295758,0.681067827127,0.226906187664,0.423502738845,0.868446537485,0.288809693176,0.977010078738,0.688429248361,0.209113139159,0.663103538081,0.0957303531301,0.957789549746,0.171703076468,0.673154594458,0.456628812957,0.0628201255594,0.381360833477,0.40304366547,0.558903939847,13024.0,0.132294226044,3.13782248157,0.182893120393,0.156787469287,0.0628839066339,0.237561425061,0.0419993857494,0.0696406633907,0.0114404176904,0.121621621622,0.0262592137592,0.0102886977887,0.0
16 blocks 2006.txt,0.343618839485,0.525853154665,0.0467559247168,0.755045996641,0.467053984239,0.339027791047,0.296776187525,0.808204714673,0.404820637325,0.577484425981,0.954311656318,0.0211282407845,0.373807046198,0.0540724747795,0.358563606011,0.416090295236,0.876909421051,0.837021614511,0.431587170822,0.638099178314,0.834837152038,0.870584047377,0.687887747655,0.108540504928,0.374883446626,0.174247293841,0.141306691301,0.110862158469,0.912519492518,0.0848287344379,12497.0,0.110826598384,3.0121629191,0.186844842762,0.162198927743,0.0523325598144,0.254060974634,0.0296071057054,0.0618548451628,0.00960230455309,0.134112186925,0.032967912299,0.00672161318716,0.0
Kung Fu Panda 2 2011.txt,0.544862982287,0.920456646296,0.371491614216,0.727947151555,0.425130586091,0.04949933396,0.182122049074,0.632871356332,0.134825914951,0.905403341971,0.996974811467,0.0387458176302,0.732461925913,0.219529849573,0.208457098819,0.891751053902,0.288232790132,0.992984180182,0.645503288723,0.180093007248,0.974624000883,0.135855864516,0.956346112004,0.379902070867,0.942149229152,0.35099953421,0.0320106689858,0.219975327944,0.678181936329,0.552751681935,7127.0,0.190963939947,3.2016276133,0.188017398625,0.180440578083,0.0510733829101,0.223516205977,0.0443384313175,0.062298302231,0.0178195594219,0.134979654834,0.0225901501333,0.00463027921987,0.0
Ying xiong Hero 2002.txt,0.722595071719,0.617274081601,0.689980821895,0.171261998951,0.462475300429,0.259339289052,0.407599733734,0.254090574911,0.190336301007,0.516548283168,0.933173535761,0.315221946008,0.919979443845,0.464668954233,0.215200882304,0.999002111011,0.171651226383,0.90503617484,0.93098270135,0.331685084712,0.530361858732,0.00767275906351,0.998712865816,0.85757385514,0.95901565613,0.832259495903,0.270577933573,0.25970411654,0.195193989064,0.555359916226,3826.0,0.247516989022,3.92211186618,0.226868792473,0.232096184004,0.0810245687402,0.0640355462624,0.0410350235233,0.0517511761631,0.0167276529012,0.160219550444,0.0316257187663,0.0211709357031,0.0
Brute Force 1947.txt,0.513280008576,0.62615253686,0.237415791917,0.510546700103,0.462237335519,0.339432906715,0.260279816878,0.518108017777,0.229532482981,0.688544691669,0.969179271165,0.0864200583027,0.672095056004,0.177632138995,0.409984316546,0.814975333231,0.549565684508,0.901880225202,0.675893071291,0.614026894333,0.66168157712,0.394424830021,0.867369786364,0.232867231728,0.433977287217,0.435226271988,0.160952111532,0.129873046499,0.570923865717,0.24797752782,11714.0,0.145552330545,3.20334642308,0.183711797849,0.164504012293,0.0574526207956,0.228956803824,0.0379033634967,0.0702578111661,0.014768652894,0.128308007512,0.0284275226225,0.00614649137784,0.0
Zhantai Platform 2000.txt,0.246692882108,0.401320709477,0.226995787971,0.393865605579,0.22615583632,0.231662485389,0.335250729385,0.337422424477,0.373249046345,0.478056081899,0.84490042573,0.240344419783,0.65856841362,0.340897960855,0.451049628898,0.802232186686,0.504999454388,0.725534438196,0.640263703437,0.644163844183,0.75882238761,0.468133791288,0.873424769236,0.355583782543,0.558173127734,0.534672197205,0.442746789163,0.104335354429,0.445017180458,0.314274598306,7072.0,0.214932126697,3.45192307692,0.20842760181,0.194570135747,0.0571266968326,0.169400452489,0.0487839366516,0.0760746606335,0.00961538461538,0.141402714932,0.0288461538462,0.00579751131222,0.0
Angel 1937.txt,0.804685664839,0.971324330249,0.436048830563,0.275042060724,0.517745978466,0.114303963337,0.217148728355,0.491358953398,0.139805487207,0.870677537098,0.99646572267,0.2334459501,0.967701891777,0.454146766182,0.423405900976,0.987328203565,0.386654475666,0.980760205583,0.95243088247,0.247851142803,0.706252484266,0.146765517475,0.95801987134,0.295365520092,0.948088077383,0.371545844629,0.110463576003,0.435594431408,0.710321515575,0.666670818346,11405.0,0.138711091626,3.22498903989,0.183252959228,0.153879877247,0.0553266111355,0.232617273126,0.0450679526523,0.0686540990794,0.0150811047786,0.140201665936,0.0234107847435,0.00666374397194,0.0
American Pie 2 2001.txt,0.354577213019,0.832166909479,0.131291693953,0.527706516587,0.310335916424,0.0898951438654,0.181754822675,0.679536505094,0.280003927012,0.687861031521,0.943242067013,0.110544252066,0.567236126619,0.283465204948,0.681312225773,0.497127286641,0.843811651598,0.912259215082,0.485555080376,0.34793184574,0.805598114648,0.86107752403,0.697069611807,0.0627977206039,0.700895946024,0.24606989342,0.0937209720118,0.249345425621,0.851589832009,0.530824271855,12967.0,0.136114752834,3.08691293283,0.180843680111,0.167116526567,0.0498187707257,0.248939615948,0.0452687591579,0.0625433793476,0.01164494486,0.126629135498,0.0284568520089,0.00663222025141,0.0
Revolver 2005.txt,0.316831423688,0.285678722607,0.361608948948,0.291126676762,0.236967064782,0.184642147819,0.162175301096,0.192791910642,0.33455440273,0.349983924909,0.879519944746,0.11375202365,0.564426161704,0.254409503587,0.656614224408,0.765491800758,0.251510729639,0.840203761719,0.637922291408,0.632903178711,0.634255958643,0.361250584722,0.967942469427,0.441922066735,0.49658943711,0.70789202279,0.267808168454,0.0542134283561,0.330784277058,0.391133329976,11482.0,0.139000174186,3.30447657203,0.212767810486,0.157115485107,0.0623584741334,0.180543459328,0.0422400278697,0.0627068454973,0.0187249608082,0.153544678627,0.0265633164954,0.00905765546072,0.0
The Sons of Katie Elder 1965.txt,0.425892088828,0.455166516097,0.124797813169,0.661626561768,0.335407846551,0.192270762181,0.183907152937,0.544008094909,0.110417016912,0.53583321727,0.957104853179,0.0525844509375,0.504519571038,0.165549893093,0.519350637195,0.861692246253,0.566435905575,0.941278698497,0.600201346445,0.689922946431,0.348899834946,0.562252136315,0.831951155304,0.0669498799657,0.251934320085,0.461946679381,0.459426800213,0.0237382460422,0.431060394346,0.0558752439289,11415.0,0.128865527814,3.10319754709,0.206307490145,0.176434515988,0.0647393780114,0.202978537013,0.035917652212,0.0625492772668,0.0164695575996,0.117038983793,0.0384581690758,0.00884800700832,0.0
Prisoners 2013.txt,0.392920713976,0.472606031699,0.241428940618,0.338695162872,0.297882296833,0.141484609959,0.196138374569,0.401993949167,0.251642558419,0.476298807848,0.934224569476,0.225352167532,0.709534852031,0.360948477871,0.518016322843,0.841761750872,0.541667012977,0.958843151559,0.69183271739,0.427811867684,0.568236982232,0.499063358482,0.662073525261,0.153908014635,0.432593352617,0.589952388582,0.368675821036,0.0448610076584,0.662162870081,0.117094686717,13701.0,0.122910736443,3.16663017298,0.188161448069,0.2090358368,0.0521129844537,0.212174293847,0.0296328735129,0.0591927596526,0.0132107145464,0.14028173126,0.0283191007956,0.00547405298883,0.0
American Pie 5 The Naked Mile 2006.txt,0.26204615987,0.665773711863,0.168487132167,0.454391501137,0.287943107098,0.0927988744984,0.171756435548,0.561916323115,0.326884998074,0.584439943353,0.876653225611,0.124008126841,0.477118057379,0.262732776349,0.810052631858,0.552956527715,0.779723608816,0.830098302237,0.421481192617,0.399320201638,0.82908014232,0.830700991199,0.777327012454,0.0814900851252,0.608404614851,0.313080098376,0.117804379165,0.185121656781,0.785109703385,0.735693617121,12411.0,0.13681411651,3.20232052212,0.175731206188,0.181290790428,0.0588187897833,0.226734348562,0.0444766739183,0.0559181371364,0.014342115865,0.12674240593,0.029328821207,0.00451212633954,0.0
Maniac Cop 1988.txt,0.440227920552,0.444952782923,0.200502235919,0.465218613294,0.445323706058,0.300494534509,0.154895365695,0.509907580651,0.19154868593,0.487907904019,0.968954930896,0.101263001467,0.578041750006,0.142967152414,0.526692497932,0.828705490809,0.42892711127,0.891014787944,0.663799006923,0.658084373425,0.585322981479,0.263470263054,0.938218421143,0.256301733426,0.314783357683,0.469881164144,0.305139107214,0.0293154864487,0.409051351222,0.184852885721,7163.0,0.194192377495,3.38964121178,0.208990646377,0.168504816418,0.0689655172414,0.168225603797,0.0365768532738,0.0661733910373,0.0124249616083,0.144632137373,0.0349015775513,0.00516543347759,0.0
Pleasure or Pain 2013.txt,0.697766607563,0.779977035938,0.34697998729,0.158673287153,0.363152667466,0.122865447443,0.173901410559,0.407718593023,0.340837435334,0.499408866132,0.973939183611,0.301426740154,0.968722108409,0.578769070546,0.809635444022,0.929891241129,0.428482606395,0.980930691151,0.93704557708,0.418037017138,0.736680475465,0.390890601096,0.921008376193,0.315894771934,0.791388198001,0.64943998858,0.14124280352,0.135279578721,0.744952929187,0.591444178047,6057.0,0.183589235595,3.25078421661,0.202080237741,0.143470364867,0.0688459633482,0.193495129602,0.0397886742612,0.064718507512,0.0236090473832,0.169720983985,0.0315337625887,0.00379725936932,0.0
Plunder of the Sun 1953.txt,0.746815118359,0.857417683357,0.327721583278,0.285472920153,0.573653635434,0.196171962566,0.310561412628,0.509893634035,0.085456310036,0.824141807744,0.996196952269,0.0654147887679,0.836827658257,0.265497781882,0.527829834759,0.96725240142,0.355328738011,0.963973212883,0.873952780106,0.466817585436,0.851691142629,0.148289836956,0.988020840437,0.195702724232,0.733073953937,0.481558980039,0.0567990156964,0.22770633126,0.399567606122,0.594849168514,10935.0,0.15125743027,3.30562414266,0.190763603109,0.153086419753,0.0676726108825,0.19780521262,0.0380429812529,0.0640146319159,0.0200274348422,0.141289437586,0.0328303612254,0.0115226337449,0.0
Nosferatu Phantom Der Nacht Nosferatu The Vampyre 1979.txt,0.546426096301,0.690329626684,0.684324700534,0.380445578105,0.379019130249,0.203879118885,0.166120699323,0.261568817053,0.318894527503,0.634739503637,0.966985790502,0.400850336305,0.865492473924,0.508018477938,0.518542246117,0.982464339345,0.0882288426201,0.987296872145,0.800143645896,0.245663044586,0.497347513538,0.0229400308943,0.995430847568,0.875482629609,0.933363937553,0.833900906013,0.191832181467,0.143734940533,0.186788142889,0.588148964221,3577.0,0.250489236791,3.43080793961,0.189264746995,0.181436958345,0.0609449259156,0.199608610568,0.0394185071289,0.0623427453173,0.0198490355046,0.123567235113,0.0248811853509,0.00475258596589,0.0
The Amazing Dr Clitterhouse 1938.txt,0.530886637247,0.785314002017,0.367497629979,0.41701473385,0.532396823443,0.26206364254,0.285272962278,0.46192507083,0.129282604822,0.810195586353,0.98300566527,0.125424197,0.729648779901,0.281809227313,0.53666627215,0.897633671859,0.344136971622,0.891349820849,0.678087155509,0.447700506844,0.74467783131,0.138514684555,0.979984888275,0.274899990222,0.698966062434,0.4988448776,0.182656463939,0.213844707392,0.323190911667,0.634511157715,16917.0,0.132056511202,3.3028314713,0.172489212035,0.163326830998,0.0648460128864,0.2359756458,0.0412011585979,0.0665011526866,0.015487379559,0.124135485015,0.02376307856,0.00555654075782,0.0
Open Season 2 2008.txt,0.376077324303,0.874615662606,0.174316430466,0.71296291347,0.365865697951,0.0506075642568,0.117294536825,0.645523680644,0.234933690757,0.74168400908,0.989450973703,0.0782229313747,0.59253147998,0.217372239703,0.594848939746,0.772658067227,0.588773029418,0.984459026299,0.58965026965,0.223269776405,0.915443428516,0.585966559839,0.779816300983,0.231504538428,0.81567497861,0.324862525405,0.0863330184857,0.158849495213,0.793869384418,0.511642521028,12864.0,0.136660447761,3.013914801,0.170009328358,0.161225124378,0.0487406716418,0.28319340796,0.0433768656716,0.0587686567164,0.0131374378109,0.119480721393,0.0231654228856,0.00404228855721,0.0
The Spiral Staircase 1945.txt,0.702117045629,0.777536641802,0.408266649354,0.222015697705,0.467990691409,0.202903449765,0.208979189415,0.450845263854,0.227189010655,0.613984111798,0.99361599405,0.270888630684,0.91410564883,0.473862151376,0.549413196687,0.948358027015,0.441014160078,0.992853884296,0.902766308019,0.436652219037,0.620652439875,0.296564522046,0.818009688483,0.151770155794,0.534658811271,0.641711886889,0.194134450028,0.0839746834257,0.669551588931,0.184372643581,7615.0,0.147340774787,3.26841759685,0.215101772817,0.147340774787,0.0686802363756,0.191726854892,0.0358502954695,0.067498358503,0.0168089297439,0.155351280368,0.0320420223244,0.00302035456336,0.0
Qie Ting Feng Yun Overheard 2009.txt,0.461233983407,0.440802431764,0.116976677154,0.545260257074,0.504038652821,0.441560329697,0.441462659955,0.70180393631,0.166466457122,0.645562259584,0.898552772758,0.0350181925044,0.29580493918,0.107146041268,0.260505311736,0.541829704985,0.711124671804,0.716723163135,0.440205907631,0.797284503483,0.797026020397,0.496544078112,0.839883150426,0.0616985637035,0.209715785067,0.332924963481,0.221455092451,0.152633020398,0.577351817489,0.217233176068,8253.0,0.180540409548,3.36604870956,0.202956500666,0.185387131952,0.0542832909245,0.18247909851,0.0419241487944,0.0626438870714,0.0175693687144,0.138252756573,0.0382891069914,0.0128438143705,0.0
16 Years of Alcohol 2003.txt,0.452377507354,0.565586296711,0.181431200464,0.356129950201,0.270391169118,0.212133863435,0.236849709137,0.319778540863,0.592338118051,0.286574443989,0.922353766941,0.230316362817,0.898418426922,0.308624100754,0.671709104712,0.93324159068,0.671474457955,0.935760353022,0.890004314179,0.50657908692,0.795901469539,0.792356447182,0.94119675386,0.614876629985,0.79325144842,0.572520355534,0.170826610704,0.19010330435,0.754536435244,0.521814893631,9157.0,0.168941793164,3.16577481708,0.185977940373,0.16992464781,0.059080484875,0.236540351644,0.0381129190783,0.0610461941684,0.0135415529103,0.132030140876,0.0265370754614,0.0036038003713,0.0
Fantastic Four 2005.txt,0.50252891915,0.736762080273,0.414992841897,0.494267335053,0.441358092348,0.280796642223,0.241705478087,0.472445398207,0.326458416693,0.698970144823,0.958661170671,0.138196596505,0.65062283603,0.269258048303,0.436458976588,0.781637554557,0.365163107123,0.893636765768,0.620534307984,0.393985429848,0.882324173416,0.269390423686,0.899262072749,0.467164048899,0.766904384818,0.528252669573,0.216134758214,0.207673685152,0.568836552992,0.603720444624,13503.0,0.152706805895,3.17159149819,0.174257572391,0.234096126787,0.0479152780864,0.213285936459,0.0539139450492,0.0548026364512,0.00955343257054,0.114937421314,0.0272532029919,0.00533214841146,0.0
Electric Apricot 2006.txt,0.340417251856,0.813774206821,0.388683533852,0.3177051396,0.245557131197,0.0422844099602,0.209502382369,0.30891668188,0.266629844177,0.760048712276,0.902042689117,0.120416500658,0.614019303796,0.293991635458,0.861882755055,0.885030928808,0.423146057365,0.842527032576,0.552703915373,0.236732021912,0.915686246039,0.527138278151,0.981076363229,0.493041667203,0.930610010963,0.553824647301,0.0727631757745,0.444743441399,0.53987283482,0.95626248007,16869.0,0.133914280633,3.35449641354,0.198055604956,0.176596123066,0.0674017428419,0.170845930405,0.0487284367775,0.0583318513249,0.0215187622266,0.131246665481,0.034204754283,0.00604659434466,0.0
Q 1982.txt,0.42718896712,0.706309083386,0.198746506415,0.570326715794,0.457093193829,0.173400969862,0.245827910733,0.639455519504,0.209858825848,0.75409536081,0.989740612868,0.0438282799179,0.623106947179,0.149605287869,0.528159338481,0.697642158259,0.500865477133,0.934875245487,0.56741573029,0.474046496715,0.899194384623,0.422225890317,0.939091878912,0.190086761409,0.705046965848,0.355343642422,0.0736359053129,0.125035951475,0.625354532168,0.437800384116,11418.0,0.14485899457,3.21422315642,0.201086004554,0.152916447714,0.067612541601,0.186810299527,0.0356454720617,0.0652478542652,0.0162024873008,0.144946575582,0.0316167454896,0.00814503415659,0.0
Jay And Silent Bob Strike Back 2001.txt,0.0481613170362,0.181501825216,0.296487712951,0.63988682396,0.197790880494,0.141744468633,0.110974668214,0.247986612912,0.461943584914,0.223609242585,0.576162969333,0.15380726162,0.326899937554,0.191197376437,0.792405985208,0.56917214696,0.46690970392,0.5287337916,0.224776615979,0.512454694813,0.877829401821,0.622277361776,0.98079969425,0.730145257238,0.866402246667,0.599742843016,0.361047019109,0.0436073861267,0.39035470913,0.914992234799,13614.0,0.163581607169,3.43425885118,0.18884971353,0.19428529455,0.0708829146467,0.175628029969,0.0462758924636,0.0517114734832,0.0213016012928,0.127515792566,0.0287204348465,0.00639048038784,0.0
Vital 2004.txt,0.50376046545,0.670594181962,0.740508493046,0.262453767068,0.277749485946,0.258980499192,0.120529764523,0.173595206023,0.220664702543,0.754546375484,0.903286446176,0.471557186129,0.828413705741,0.651254691651,0.301099301372,0.948666159763,0.103277109232,0.896182012104,0.817212792566,0.376353212603,0.400786669925,0.0192953911097,0.969045052205,0.649605472661,0.810283515886,0.744136318014,0.326638350653,0.148230543153,0.21502951912,0.632821385572,3962.0,0.248864209995,3.40964159515,0.202170620899,0.17667844523,0.0530035335689,0.177183240787,0.0489651691065,0.0747097425543,0.0186774356386,0.143614336194,0.0280161534578,0.00555275113579,0.0
Meet the Feebles 1989.txt,0.243650761084,0.57295195125,0.508781798006,0.272384614929,0.255314396333,0.125498063305,0.123332352111,0.161335514512,0.477600715757,0.362176521733,0.909419472883,0.311359524746,0.772111657612,0.512491065537,0.807448773727,0.870525432654,0.345069417697,0.920129104268,0.61243317907,0.246784897309,0.733016620936,0.402865261033,0.92935605753,0.707482948513,0.776168299682,0.761705704929,0.420162928903,0.176280417779,0.503016493909,0.774400276803,9557.0,0.182797949147,3.29507167521,0.196819085487,0.179763524118,0.0579679815842,0.195772732029,0.0494925185728,0.0535732970597,0.0119284294235,0.140629904782,0.0278330019881,0.00565030867427,0.0
Visions 2015.txt,0.53746913835,0.902352196471,0.381521752659,0.289411245994,0.377811237814,0.0852447829709,0.150581050765,0.46576209935,0.177046031906,0.80867138023,0.988499990971,0.270005361973,0.872956218522,0.530857657158,0.581803844661,0.942819259913,0.42575916259,0.980013628615,0.853538108548,0.251499165363,0.711021843171,0.326760118096,0.872445598349,0.192815399125,0.870691961459,0.573208183729,0.111084177999,0.218536588692,0.65946514553,0.650726500622,7389.0,0.165380971715,3.26268777913,0.192989579104,0.172553796184,0.0548112058465,0.209771281635,0.0380295033157,0.0673974827446,0.0181350656381,0.138043036947,0.0285559615645,0.00324807145757,0.0
Undercover Brother 2002.txt,0.16795149665,0.596898072079,0.0795449883131,0.899555281371,0.398305495308,0.176119287935,0.202893697005,0.711301902559,0.326708789153,0.798283902131,0.918744342945,0.0190231821429,0.33693327798,0.0434288050507,0.500560771461,0.682613329926,0.649437049112,0.504070760018,0.296085561446,0.542543321238,0.958072957996,0.588401761148,0.978598580459,0.506739921577,0.917096807228,0.117640248881,0.0948101605452,0.175427094337,0.788075785377,0.70893814748,13239.0,0.15650728907,3.11443462497,0.14910491729,0.178638870005,0.0527985497394,0.31543167913,0.0450185059295,0.0438854898406,0.0119344361357,0.0977415212629,0.0296850215273,0.00302137623688,0.0
Opera Terror at the Opera 1987.txt,0.597298111809,0.856062496967,0.557191529946,0.295163075193,0.26520647408,0.0530334527606,0.0942887784775,0.386089620923,0.193481649541,0.762369608833,0.9906773937,0.244010055739,0.81734676583,0.429088383621,0.59534549385,0.84546271098,0.24786098251,0.993237664657,0.735841446134,0.155016543074,0.75823041645,0.168418332989,0.892684893897,0.38511022272,0.807470174212,0.624179091706,0.145015029526,0.14989208625,0.476127428513,0.60167293488,6591.0,0.17812168108,3.19405249583,0.199969655591,0.154453042027,0.0540130480959,0.21741769079,0.0438476710666,0.064785313306,0.0128963738431,0.145653163405,0.0223031406463,0.00637232589895,0.0
Fleurs de sang 2002.txt,0.533611204644,0.814985345797,0.403964150492,0.31288097038,0.360548769232,0.117383189288,0.218631817473,0.438216107949,0.297027296025,0.629065252185,0.991706529808,0.228235645521,0.903360298669,0.497234933586,0.512686870588,0.871366193235,0.362475914193,0.987218180247,0.829815681631,0.407722327006,0.837890080304,0.248255230209,0.890106833504,0.293731553842,0.797779944111,0.61743303915,0.136250131091,0.107903778911,0.642985815057,0.400978835017,5300.0,0.203773584906,3.16547169811,0.206981132075,0.143396226415,0.051320754717,0.214716981132,0.0407547169811,0.0696226415094,0.017358490566,0.158113207547,0.022641509434,0.00584905660377,0.0
Notorious 2009.txt,0.0150842823649,0.110779458086,0.0604991496937,0.853384736229,0.236968329955,0.279136054242,0.339000576439,0.672635500658,0.761693450787,0.23027068931,0.601446475352,0.0353212969381,0.243702438904,0.0684799790552,0.610289635462,0.315046502219,0.860002292721,0.130446088961,0.141920507485,0.741486023454,0.974080067487,0.917106107457,0.92118303076,0.722318977046,0.885625835208,0.199021640854,0.235353714735,0.037057028457,0.945943889651,0.619043638769,19429.0,0.136702866849,3.2599722065,0.184209171857,0.204745483556,0.0638735910237,0.179216634927,0.0414843790211,0.0568222759792,0.0180143085079,0.131247104843,0.0390653147357,0.00663955942148,0.0
Jack Frost 1998.txt,0.284777793253,0.571040265096,0.336909926407,0.521782318186,0.392199130157,0.353145630096,0.186452138726,0.377709838999,0.535611368846,0.343140178598,0.803861510113,0.18890144816,0.311828222304,0.321229044338,0.451029360182,0.442494651085,0.688702912563,0.852712254796,0.418345189633,0.320908713252,0.690918101917,0.747904413486,0.39657977378,0.35245990248,0.366392363882,0.435003566624,0.338053639435,0.315617808568,0.778195730338,0.216061627964,9152.0,0.188920454545,3.22814685315,0.181053321678,0.196350524476,0.0482954545455,0.238308566434,0.0498251748252,0.0510270979021,0.00819493006993,0.126201923077,0.0300480769231,0.00655594405594,0.0
